0.12,0.4575,0.15,0.3855421687,0.3438485835
0.5,0.35,0.5,0.8092369478,0.6666689402
0.42,0.8875,0.65,0.3413654618,0.2872392624
0.38,0.265,0.15,0.9076305221,0.8092508922
0.93,0.94,0.25,0.4939759036,0.681474736
0.18,0.56125,0.9,0.9819277108,0.1595580434
0.59,0.64375,0.45,0.2309236948,0.5594682009
0.72,0.7975,0.1,0.0823293173,0.7469475657
0.21,0.48125,0.3,0.0341365462,0.4004863053
0.33,0.7325,0.6,0.9939759036,0.2887736831
0.43,0.55,0.2,0.9959839357,0.6432006977
0.52,0.30875,0.6,0.7730923695,0.6759139628
0.92,0.975,0.55,0.7269076305,0.5270189737
0.69,0.64125,0.9,0.1506024096,0.4527441698
0.65,0.445,0.45,0.8514056225,0.6924651191
0.89,0.50375,0.8,0.0562248996,0.6152010573
0.37,0.65625,0.7,0.5522088353,0.3188133612
0.93,0.8425,1,0.6907630522,0.4342938031
0.86,0.48125,0.3,0.5421686747,0.7871731913
0.14,0.53875,0.9,0.2851405622,0.1303450057
0.81,0.59875,0.95,0.2469879518,0.5113209501
0.75,0.7125,0.95,0.0542168675,0.4326199535
0.24,0.87375,0.65,0.4718875502,0.1749333276
0.26,0.3425,0.25,0.7771084337,0.6019000263
0.14,0.96375,0.7,0.2791164659,0.0887200882
0.72,0.7925,0.75,0.2831325301,0.4441025001
0.78,0.4875,0.85,0.0281124498,0.5894222326
0.88,0.56125,0.5,0.9437751004,0.6932816714
0.21,0.74875,0.4,0.4638554217,0.2414576197
0.36,0.47875,0.1,0.9076305221,0.7005743042
0.28,0.98,0.8,0.1586345382,0.1568162846
0.47,0.4975,0.5,0.686746988,0.5453812984
0.61,0.89125,0.45,0.3855421687,0.467193056
0.37,0.71125,0.55,0.3413654618,0.3434190969
1,0.595,0.5,0.2791164659,0.6952437602
0.77,0.70125,0.35,0.4618473896,0.658845927
0.96,1,0.8,0.4277108434,0.4453858655
0.7,0.6075,0.45,0.8313253012,0.6273874125
1,0.33,0.65,0.3072289157,0.6820781199
0.3,0.63,0.25,0.1506024096,0.458230359
0.58,0.265,0.9,0.8895582329,0.6452108464
0.52,0.6025,0.85,0.3192771084,0.3984784091
0.37,0.40125,0.55,0.4598393574,0.5163455081
0.85,0.60125,0.35,0.343373494,0.7243828925
0.5,0.97125,0.55,0.4257028112,0.3411585952
0.73,0.7725,0.3,0.0281124498,0.6417523832
0.26,0.84875,0.05,0.0662650602,0.4814600039
0.46,0.92625,0.65,0.1807228916,0.3002247419
0.32,0.745,0.9,0.4457831325,0.2113326653
0.39,0.73875,0.2,0.6526104418,0.524335881
0.25,0.785,0.85,0.375502008,0.1658410614
0.36,0.7975,0.2,0.9156626506,0.4750695692
0.25,0.45375,0.2,0.9939759036,0.5358309287
0.26,0.33375,0.6,0.5421686747,0.4429007664
0.98,0.54125,0.45,0.9779116466,0.733876424
0.34,0.75875,0.55,0.0863453815,0.3038041435
0.14,0.83,0.7,0.6646586345,0.1032667358
0.25,0.75125,0.7,0.3775100402,0.1984645834
0.26,0.78375,0.85,0.8935742972,0.1723621796
0.77,0.5175,0.5,0.4598393574,0.6796180138
0.44,0.40625,0.5,0.9136546185,0.5873037259
0.63,0.71875,0.4,0.1465863454,0.5685175166
0.13,0.765,0.35,0.1967871486,0.1625670071
0.7,0.29,0.7,0.8012048193,0.6989176651
0.85,0.4325,0.45,0.2329317269,0.754943838
0.54,0.80375,0.7,0.813253012,0.368064007
0.84,0.42,0.85,0.202811245,0.6176379749
0.99,0.325,0.6,0.9357429719,0.6112066305
0.37,0.7625,0.15,0.8534136546,0.5354420939
0.37,0.285,0.1,0.343373494,0.8159786643
0.9,0.8,0.45,0.5662650602,0.6219293962
0.82,0.85,0.2,0.7831325301,0.7027472278
0.83,0.8825,0.3,0.1947791165,0.6402098634
0.71,0.615,0.75,0.297188755,0.5186208977
1,0.35875,0.9,0.8775100402,0.6020000006
0.82,0.57125,0.4,0.8373493976,0.7079535665
0.51,0.79875,0.5,0.453815261,0.423872511
0.49,0.4025,0.7,0.3614457831,0.5497896449
0.4,0.7425,0.1,0.1686746988,0.6088914697
